instance_id,language,difficulty,prompt_chars,interface_chars,url_count,code_fence_count,checkbox_line_count,file_path_hint_count,signature_block_count,needs_deepswe_prompt_change,reasons
zeek__zeek-3476,cpp,easy,605,2268,0,4,0,0,16,True,interface_dump|code_fences|signature_blocks
zeek__zeek-3938,cpp,easy,1301,887,4,2,0,0,8,True,interface_dump|external_urls|code_fences|signature_blocks
zeek__zeek-4229,cpp,easy,841,33,2,4,0,0,0,True,external_urls|code_fences
zeek__zeek-4270,cpp,easy,150,33,0,0,0,0,0,False,
zeek__zeek-4311,cpp,easy,931,912,0,2,0,0,4,True,interface_dump|code_fences|signature_blocks
zeek__zeek-4402,cpp,easy,1888,33,1,6,0,0,0,True,external_urls|code_fences
zeek__zeek-4509,cpp,easy,1052,33,2,2,0,0,0,True,external_urls|code_fences
zeek__zeek-4539,cpp,easy,836,33,0,4,0,0,0,True,code_fences
zeek__zeek-4657,cpp,easy,423,33,2,0,0,0,0,True,external_urls
zeek__zeek-1027,cpp,hard,4283,33,0,4,0,0,0,True,long_prompt|code_fences
zeek__zeek-3426,cpp,hard,2069,1752,1,4,0,0,12,True,interface_dump|external_urls|code_fences|signature_blocks
zeek__zeek-3506,cpp,hard,1521,33,0,4,0,0,0,True,code_fences
bfgroup__b2-308,cpp,medium,433,1402,0,0,0,0,4,True,interface_dump|signature_blocks
ccache__ccache-1312,cpp,medium,677,555,0,0,0,0,4,True,interface_dump|signature_blocks
ccache__ccache-1384,cpp,medium,4767,920,2,4,0,0,6,True,long_prompt|interface_dump|external_urls|code_fences|signature_blocks
mavlink__mavsdk-2595,cpp,medium,5200,33,1,8,0,0,0,True,long_prompt|external_urls|code_fences
p4lang__pi-557,cpp,medium,5485,1271,1,6,0,6,8,True,long_prompt|interface_dump|external_urls|code_fences|file_path_hints|signature_blocks
randombit__botan-2083,cpp,medium,1577,33,2,2,0,0,0,True,external_urls|code_fences
randombit__botan-2425,cpp,medium,2164,33,1,2,0,0,0,True,external_urls|code_fences
randombit__botan-3594,cpp,medium,434,33,0,2,0,0,0,True,code_fences
randombit__botan-3732,cpp,medium,349,2434,0,0,0,0,12,True,interface_dump|signature_blocks
randombit__botan-4063,cpp,medium,1469,1785,7,0,0,0,12,True,interface_dump|external_urls|signature_blocks
randombit__botan-4536,cpp,medium,885,1262,1,2,0,0,8,True,interface_dump|external_urls|code_fences|signature_blocks
redboltz__mqtt_cpp-239,cpp,medium,558,33,0,0,0,0,0,False,
rnpgp__rnp-2079,cpp,medium,3699,33,11,8,0,0,0,True,long_prompt|external_urls|code_fences
simdjson__simdjson-2016,cpp,medium,1293,2832,0,0,0,0,16,True,interface_dump|signature_blocks
transmission__transmission-5889,cpp,medium,12279,33,0,0,0,0,0,True,long_prompt
zeek__zeek-1010,cpp,medium,752,1550,1,2,0,0,7,True,interface_dump|external_urls|code_fences|signature_blocks
zeek__zeek-1051,cpp,medium,6269,33,7,20,0,0,0,True,long_prompt|external_urls|code_fences
zeek__zeek-1070,cpp,medium,333,33,0,0,0,0,0,False,
zeek__zeek-1081,cpp,medium,1578,2420,2,4,0,0,24,True,interface_dump|external_urls|code_fences|signature_blocks
zeek__zeek-1087,cpp,medium,847,1736,0,2,0,0,7,True,interface_dump|code_fences|signature_blocks
zeek__zeek-1134,cpp,medium,532,33,0,4,0,0,0,True,code_fences
zeek__zeek-1139,cpp,medium,507,33,0,2,0,0,0,True,code_fences
zeek__zeek-1147,cpp,medium,634,33,0,0,0,0,0,False,
zeek__zeek-1154,cpp,medium,536,33,0,0,0,0,0,False,
zeek__zeek-1168,cpp,medium,440,33,1,2,0,0,0,True,external_urls|code_fences
zeek__zeek-1169,cpp,medium,4586,33,0,4,0,0,0,True,long_prompt|code_fences
zeek__zeek-1170,cpp,medium,588,33,0,2,0,0,0,True,code_fences
zeek__zeek-1209,cpp,medium,666,1558,0,0,0,0,12,True,interface_dump|signature_blocks
zeek__zeek-1219,cpp,medium,405,33,0,0,0,0,0,False,
zeek__zeek-1251,cpp,medium,719,33,1,6,0,0,0,True,external_urls|code_fences
zeek__zeek-1254,cpp,medium,1364,1045,0,0,0,0,4,True,interface_dump|signature_blocks
zeek__zeek-1834,cpp,medium,3407,33,0,2,0,0,0,True,long_prompt|code_fences
zeek__zeek-1940,cpp,medium,412,33,0,0,0,0,0,False,
zeek__zeek-2100,cpp,medium,1176,925,0,6,0,0,8,True,interface_dump|code_fences|signature_blocks
zeek__zeek-2291,cpp,medium,2503,33,0,4,0,0,0,True,long_prompt|code_fences
zeek__zeek-2297,cpp,medium,2215,1566,0,6,0,0,12,True,interface_dump|code_fences|signature_blocks
zeek__zeek-2308,cpp,medium,630,33,0,2,0,0,0,True,code_fences
zeek__zeek-2346,cpp,medium,785,33,0,4,0,0,0,True,code_fences
zeek__zeek-2391,cpp,medium,1232,33,0,4,0,0,0,True,code_fences
zeek__zeek-2504,cpp,medium,260,33,0,0,0,0,0,False,
zeek__zeek-2509,cpp,medium,972,1229,0,4,0,0,4,True,interface_dump|code_fences|signature_blocks
zeek__zeek-2782,cpp,medium,969,33,0,8,0,0,0,True,code_fences
zeek__zeek-2783,cpp,medium,1097,33,1,2,0,0,0,True,external_urls|code_fences
zeek__zeek-2794,cpp,medium,1318,33,0,4,0,0,0,True,code_fences
zeek__zeek-2888,cpp,medium,342,1663,0,0,0,0,12,True,interface_dump|signature_blocks
zeek__zeek-3164,cpp,medium,1487,862,0,4,0,0,4,True,interface_dump|code_fences|signature_blocks
zeek__zeek-3315,cpp,medium,510,2118,0,2,0,0,9,True,interface_dump|code_fences|signature_blocks
zeek__zeek-3459,cpp,medium,382,33,0,0,0,0,0,False,
zeek__zeek-3478,cpp,medium,1689,4212,1,8,0,0,33,True,interface_dump|external_urls|code_fences|signature_blocks
zeek__zeek-3536,cpp,medium,548,33,0,2,0,0,0,True,code_fences
zeek__zeek-3703,cpp,medium,757,1010,1,0,0,0,4,True,interface_dump|external_urls|signature_blocks
zeek__zeek-3837,cpp,medium,5890,3228,0,8,0,0,8,True,long_prompt|interface_dump|code_fences|signature_blocks
zeek__zeek-3959,cpp,medium,1330,33,0,4,0,0,0,True,code_fences
zeek__zeek-4063,cpp,medium,405,1298,0,0,0,0,8,True,interface_dump|signature_blocks
zeek__zeek-4222,cpp,medium,695,33,0,2,0,0,0,True,code_fences
zeek__zeek-4252,cpp,medium,1749,2099,2,6,0,0,7,True,interface_dump|external_urls|code_fences|signature_blocks
zeek__zeek-4450,cpp,medium,1741,2283,1,4,0,1,11,True,interface_dump|external_urls|code_fences|file_path_hints|signature_blocks
zeek__zeek-4524,cpp,medium,226,1202,0,0,0,0,8,True,interface_dump|signature_blocks
99designs__aws-vault-1178,go,easy,1026,33,2,2,3,1,0,True,external_urls|code_fences|issue_template_boilerplate|file_path_hints
99designs__gqlgen-3276,go,easy,2240,33,3,2,0,2,0,True,external_urls|code_fences|file_path_hints
a-h__templ-871,go,easy,1206,33,0,4,0,0,0,True,code_fences
abice__go-enum-230,go,easy,399,2330,0,0,0,2,26,True,interface_dump|file_path_hints|signature_blocks
ably__ably-go-157,go,easy,760,33,3,0,0,0,0,True,external_urls
ably__ably-go-294,go,easy,263,33,2,0,0,0,0,True,external_urls
adhocore__gronx-52,go,easy,2264,883,0,2,0,0,4,True,interface_dump|code_fences|signature_blocks
adhocore__gronx-7,go,easy,724,33,0,4,0,0,0,True,code_fences
adnanh__webhook-460,go,easy,1181,33,0,2,0,0,0,True,code_fences
adnanh__webhook-472,go,easy,902,33,2,2,0,0,0,True,external_urls|code_fences
adnanh__webhook-486,go,easy,1025,33,0,4,0,0,0,True,code_fences
aftership__clickhouse-sql-parser-123,go,easy,1768,33,0,4,0,0,0,True,code_fences
aftership__clickhouse-sql-parser-130,go,easy,738,33,0,4,0,1,0,True,code_fences|file_path_hints
aftership__clickhouse-sql-parser-132,go,easy,694,33,1,4,0,1,0,True,external_urls|code_fences|file_path_hints
aftership__clickhouse-sql-parser-147,go,easy,415,33,0,4,0,0,0,True,code_fences
aksiksi__compose2nix-25,go,easy,658,1379,2,0,0,1,4,True,interface_dump|external_urls|file_path_hints|signature_blocks
aksiksi__compose2nix-28,go,easy,897,33,0,4,0,0,0,True,code_fences
aksiksi__compose2nix-7,go,easy,129,33,0,0,0,0,0,False,
alecthomas__gometalinter-333,go,easy,1027,33,1,4,0,4,0,True,external_urls|code_fences|file_path_hints
alecthomas__kong-245,go,easy,491,33,0,6,0,0,0,True,code_fences
alecthomas__kong-368,go,easy,506,33,1,4,0,0,0,True,external_urls|code_fences
alecthomas__kong-484,go,easy,674,1594,0,2,0,0,12,True,interface_dump|code_fences|signature_blocks
alecthomas__kong-529,go,easy,644,33,1,2,0,0,0,True,external_urls|code_fences
algorand__indexer-1543,go,easy,2147,1145,2,4,0,0,4,True,interface_dump|external_urls|code_fences|signature_blocks
alicebob__miniredis-379,go,easy,969,33,0,4,0,0,0,True,code_fences
alicebob__miniredis-404,go,easy,467,33,0,2,0,0,0,True,code_fences
allegro__bigcache-242,go,easy,562,399,1,0,0,1,4,True,interface_dump|external_urls|file_path_hints|signature_blocks
amacneil__dbmate-496,go,easy,823,33,1,2,0,0,0,True,external_urls|code_fences
anchore__grype-2741,go,easy,2747,1096,3,6,0,0,4,True,long_prompt|interface_dump|external_urls|code_fences|signature_blocks
andig__evcc-464,go,easy,1647,898,1,4,0,1,4,True,interface_dump|external_urls|code_fences|file_path_hints|signature_blocks
anz-bank__sysl-1020,go,easy,482,33,0,4,0,0,0,True,code_fences
apache__camel-k-805,go,easy,2641,2115,1,4,0,11,20,True,long_prompt|interface_dump|external_urls|code_fences|file_path_hints|signature_blocks
apache__camel-k-808,go,easy,445,33,1,0,0,0,0,True,external_urls
apache__dubbo-go-hessian2-357,go,easy,1332,33,0,4,0,0,0,True,code_fences
apache__pulsar-client-go-1385,go,easy,635,1240,0,2,0,0,8,True,interface_dump|code_fences|signature_blocks
apache__pulsar-client-go-893,go,easy,528,748,0,0,0,0,4,True,interface_dump|signature_blocks
apigee__registry-1103,go,easy,1056,1296,1,2,0,0,8,True,interface_dump|external_urls|code_fences|signature_blocks
apigee__registry-1145,go,easy,1623,748,1,2,0,0,5,True,interface_dump|external_urls|code_fences|signature_blocks
apigee__registry-1202,go,easy,295,33,1,0,0,1,0,True,external_urls|file_path_hints
apigee__registry-1230,go,easy,2391,33,1,4,0,0,0,True,external_urls|code_fences
apigee__registry-695,go,easy,474,33,0,0,0,0,0,False,
apigee__registry-816,go,easy,633,3815,2,0,0,0,24,True,interface_dump|external_urls|signature_blocks
apigee__registry-849,go,easy,705,2351,0,0,0,0,12,True,interface_dump|signature_blocks
aquasecurity__kube-bench-1367,go,easy,2092,33,1,6,0,7,0,True,external_urls|code_fences|file_path_hints
aquasecurity__starboard-1008,go,easy,218,578,1,0,0,0,4,True,interface_dump|external_urls|signature_blocks
aquasecurity__starboard-505,go,easy,1410,33,4,8,0,1,0,True,external_urls|code_fences|file_path_hints
aquasecurity__tfsec-1243,go,easy,1380,33,2,4,0,0,0,True,external_urls|code_fences
aquasecurity__tfsec-1254,go,easy,837,33,0,2,0,0,0,True,code_fences
aquasecurity__tfsec-1317,go,easy,1175,33,0,4,0,0,0,True,code_fences
argoproj-labs__applicationset-193,go,easy,583,33,1,2,0,0,0,True,external_urls|code_fences
argoproj__argo-2445,go,easy,2950,33,1,4,4,0,0,True,long_prompt|external_urls|code_fences|issue_template_boilerplate
argoproj__argo-2572,go,easy,294,33,0,2,0,0,0,True,code_fences
argoproj__argo-2819,go,easy,159,33,0,0,0,0,0,False,
argoproj__argo-3469,go,easy,3920,33,6,16,4,0,0,True,long_prompt|external_urls|code_fences|issue_template_boilerplate
argoproj__argo-3509,go,easy,5032,707,0,6,4,17,4,True,long_prompt|interface_dump|code_fences|issue_template_boilerplate|file_path_hints|signature_blocks
argoproj__argo-3512,go,easy,5329,33,1,4,0,0,0,True,long_prompt|external_urls|code_fences
argoproj__argo-3514,go,easy,1503,33,2,2,4,2,0,True,external_urls|code_fences|issue_template_boilerplate|file_path_hints
argoproj__argo-3624,go,easy,1960,1813,0,2,0,0,7,True,interface_dump|code_fences|signature_blocks
argoproj__argo-3820,go,easy,1102,33,0,0,0,0,0,False,
argoproj__argo-4492,go,easy,1756,806,1,4,0,0,4,True,interface_dump|external_urls|code_fences|signature_blocks
argoproj__argo-4735,go,easy,1235,723,3,2,0,1,4,True,interface_dump|external_urls|code_fences|file_path_hints|signature_blocks
argoproj__argo-4872,go,easy,7073,33,0,4,0,0,0,True,long_prompt|code_fences
argoproj__argo-4881,go,easy,1861,33,1,4,0,2,0,True,external_urls|code_fences|file_path_hints
ariga__atlas-2127,go,easy,1055,33,1,8,0,0,0,True,external_urls|code_fences
authelia__authelia-8112,go,easy,5894,33,4,10,8,7,0,True,long_prompt|external_urls|code_fences|issue_template_boilerplate|file_path_hints
authelia__authelia-8983,go,easy,7337,33,2,6,8,30,0,True,long_prompt|external_urls|code_fences|issue_template_boilerplate|file_path_hints
aws-cloudformation__rain-243,go,easy,1118,33,0,10,0,0,0,True,code_fences
aws-cloudformation__rain-305,go,easy,521,33,0,4,0,0,0,True,code_fences
aws-cloudformation__rain-540,go,easy,1559,33,0,8,0,0,0,True,code_fences
aws-cloudformation__rain-654,go,easy,2232,33,0,4,0,0,0,True,code_fences
azure__azure-workload-identity-1108,go,easy,594,33,1,0,0,1,0,True,external_urls|file_path_hints
banzaicloud__kafka-operator-630,go,easy,728,33,1,0,0,0,0,True,external_urls
benhoyt__goawk-192,go,easy,476,33,0,2,0,0,0,True,code_fences
benhoyt__goawk-199,go,easy,585,33,0,0,0,0,0,False,
benhoyt__goawk-220,go,easy,272,33,0,2,0,0,0,True,code_fences
benhoyt__goawk-230,go,easy,226,1353,0,2,0,0,11,True,interface_dump|code_fences|signature_blocks
benhoyt__goawk-239,go,easy,298,33,0,2,0,0,0,True,code_fences
benhoyt__goawk-63,go,easy,481,33,0,2,0,0,0,True,code_fences
bitly__oauth2_proxy-549,go,easy,600,33,0,0,0,0,0,False,
blevesearch__bleve-1416,go,easy,445,33,0,0,0,0,0,False,
bluekeyes__go-gitdiff-2,go,easy,2975,1692,0,2,0,0,8,True,long_prompt|interface_dump|code_fences|signature_blocks
bluekeyes__go-gitdiff-38,go,easy,209,33,0,2,0,0,0,True,code_fences
bluekeyes__go-gitdiff-46,go,easy,490,1453,1,0,0,0,8,True,interface_dump|external_urls|signature_blocks
bluenviron__gortsplib-446,go,easy,544,33,1,2,0,1,0,True,external_urls|code_fences|file_path_hints
bojand__ghz-143,go,easy,373,894,0,0,0,0,4,True,interface_dump|signature_blocks
bojand__ghz-217,go,easy,4121,794,0,4,0,0,4,True,long_prompt|interface_dump|code_fences|signature_blocks
bojand__ghz-295,go,easy,1097,4144,3,0,0,2,28,True,interface_dump|external_urls|file_path_hints|signature_blocks
bombsimon__wsl-108,go,easy,728,33,0,4,0,1,0,True,code_fences|file_path_hints
bombsimon__wsl-154,go,easy,757,33,2,2,0,0,0,True,external_urls|code_fences
bombsimon__wsl-179,go,easy,383,33,0,0,0,0,0,False,
bombsimon__wsl-30,go,easy,440,33,0,2,0,0,0,True,code_fences
bombsimon__wsl-39,go,easy,670,33,2,4,0,2,0,True,external_urls|code_fences|file_path_hints
buchgr__bazel-remote-85,go,easy,1787,1992,1,8,0,0,9,True,interface_dump|external_urls|code_fences|signature_blocks
buger__goreplay-836,go,easy,2086,2228,0,6,0,5,12,True,interface_dump|code_fences|file_path_hints|signature_blocks
buildpacks__lifecycle-1348,go,easy,4074,1251,3,10,0,1,4,True,long_prompt|interface_dump|external_urls|code_fences|file_path_hints|signature_blocks
burntsushi__toml-339,go,easy,844,942,0,6,0,0,4,True,interface_dump|code_fences|signature_blocks
burntsushi__toml-418,go,easy,1199,635,3,6,0,1,4,True,interface_dump|external_urls|code_fences|file_path_hints|signature_blocks
bytedance__sonic-668,go,easy,133,709,0,0,0,0,4,True,interface_dump|signature_blocks
c2fo__vfs-101,go,easy,492,33,0,0,0,0,0,False,
caarlos0__env-227,go,easy,623,33,1,6,0,0,0,True,external_urls|code_fences
caarlos0__env-340,go,easy,987,33,0,4,0,1,0,True,code_fences|file_path_hints
casbin__casbin-1491,go,easy,2559,33,6,0,0,5,0,True,long_prompt|external_urls|file_path_hints
casbin__casbin-325,go,easy,8041,33,4,8,0,19,0,True,long_prompt|external_urls|code_fences|file_path_hints
cayleygraph__cayley-775,go,easy,2528,33,3,6,0,4,0,True,long_prompt|external_urls|code_fences|file_path_hints
cayleygraph__cayley-849,go,easy,258,748,0,0,0,0,4,True,interface_dump|signature_blocks
celestiaorg__celestia-core-2199,go,easy,438,33,0,0,0,0,0,False,
celestiaorg__nmt-192,go,easy,1783,33,2,2,0,2,0,True,external_urls|code_fences|file_path_hints
celestiaorg__nmt-47,go,easy,484,33,1,0,0,0,0,True,external_urls
census-instrumentation__opencensus-go-211,go,easy,58,33,0,0,0,0,0,False,
census-instrumentation__opencensus-go-251,go,easy,982,603,3,0,0,2,4,True,interface_dump|external_urls|file_path_hints|signature_blocks
census-instrumentation__opencensus-service-120,go,easy,116,1372,0,0,0,0,7,True,interface_dump|signature_blocks
