instance_id,repo,language,difficulty,confidence,created_at,base_commit,image_name,license,num_modified_files,num_modified_lines,fail_to_pass_count,pass_to_pass_count,pr_categories,pr_labels,pr_url
ruby__prism-2043,ruby/prism,c,medium,0.96,2023-12-11 14:31:23,9a343b91ef6bfdfaff0152d3bf0ab65c70c7461e,docker.io/swerebenchv2/ruby-prism:2043-9a343b9,MIT,1,17,1,0,minor_bug,,
ruby__prism-2118,ruby/prism,c,medium,0.97,2024-01-02 16:26:41,382f92274a1458d37027926bd7aed14a8b25caad,docker.io/swerebenchv2/ruby-prism:2118-382f922,MIT,10,102,1,0,minor_bug,,
ruby__yarp-1370,ruby/yarp,c,medium,0.97,2023-08-30 21:23:36,4ebd9565a1baa571b3e0ff8cae04fea776551174,docker.io/swerebenchv2/ruby-yarp:1370-4ebd956,MIT,3,38,1,0,core_feat,,
ruby__yarp-1463,ruby/yarp,c,medium,0.96,2023-09-13 13:07:38,c75047a9917005731c09745cfb3bb5841b447854,docker.io/swerebenchv2/ruby-yarp:1463-c75047a,MIT,1,18,1,0,major_bug,,
ruby__yarp-1465,ruby/yarp,c,medium,0.97,2023-09-13 13:44:54,c1c5d82d195fdf0a34c622d1175799872fa05b51,docker.io/swerebenchv2/ruby-yarp:1465-c1c5d82,MIT,2,48,1,0,core_feat,,
ruby__yarp-1485,ruby/yarp,c,medium,0.97,2023-09-14 13:05:42,4ce17178ac563247d1e6eea6e1fb3913312b617e,docker.io/swerebenchv2/ruby-yarp:1485-4ce1717,MIT,2,47,1,0,core_feat,,
samtools__htslib-1594,samtools/htslib,c,medium,0.98,2023-03-30 09:17:21,c1634e743aab4822e05fbb7dc41fd6ab21ec6982,docker.io/swerebenchv2/samtools-htslib:1594-c1634e7,custom-check-github,8,49,1,9,security_bug,,
samtools__htslib-1630,samtools/htslib,c,medium,0.97,2023-06-05 13:21:48,7f69840c2fbf73dc7601c17a3ade4db676858cf4,docker.io/swerebenchv2/samtools-htslib:1630-7f69840,custom-check-github,4,74,1,9,minor_bug,,
samtools__htslib-1702,samtools/htslib,c,medium,0.97,2023-11-16 19:14:02,2140d03e964563e9539295a337852bbb75b7ec92,docker.io/swerebenchv2/samtools-htslib:1702-2140d03,custom-check-github,1,20,12,0,critical_bug,,
samtools__htslib-1755,samtools/htslib,c,medium,0.96,2024-02-29 10:42:08,5d2c3f721d78906486f1759b8cda87649a14c684,docker.io/swerebenchv2/samtools-htslib:1755-5d2c3f7,custom-check-github,2,175,14,0,core_feat,,
samtools__htslib-1868,samtools/htslib,c,medium,0.97,2024-12-23 15:54:10,329e7943b7ba3f0af15b0eaa00a367a1ac15bd83,docker.io/swerebenchv2/samtools-htslib:1868-329e794,custom-check-github,2,70,14,0,core_feat,,
tursodatabase__libsql-1153,tursodatabase/libsql,c,medium,0.95,2024-03-06 22:18:17,2b935c1b52615600fa5580b25091b672edd06eec,docker.io/swerebenchv2/tursodatabase-libsql:1153-2b935c1,MIT,10,126,305,0,major_bug,,
tursodatabase__libsql-1287,tursodatabase/libsql,c,medium,0.97,2024-04-05 20:23:48,59b922b294adb62230f111ebf6ee4a92aaa46aa5,docker.io/swerebenchv2/tursodatabase-libsql:1287-59b922b,MIT,6,23,3,318,edge_case_bug,,
valkey-io__valkey-1694,valkey-io/valkey,c,medium,0.96,2025-02-09 21:05:02,1470ee8a639fea32ae3cfcb8b12e398f69eb1f83,docker.io/swerebenchv2/valkey-io-valkey:1694-1470ee8,custom-check-github,1,8,314,323,minor_bug,bug: Something isn't working|release-notes: This issue should get a line item in the release notes,
valkey-io__valkey-206,valkey-io/valkey,c,medium,0.99,2024-04-04 16:22:02,2ec8f638b520228e4c431e471acab5a5bd6fdefe,docker.io/swerebenchv2/valkey-io-valkey:206-2ec8f63,custom-check-github,10,323,234,242,minor_bug,release-notes: This issue should get a line item in the release notes|major-decision-approved: Approved by core team|breaking-change: Indicates a possible backwards incompatible change,
valkey-io__valkey-809,valkey-io/valkey,c,medium,0.99,2024-07-22 06:51:00,6df023fb981c1bb83e50ada86d4f723bd86ca32f,docker.io/swerebenchv2/valkey-io-valkey:809-6df023f,custom-check-github,1,39,1755,1140,major_bug,,
nvidia__cccl-1157,NVIDIA/cccl,cpp,easy,0.97,2023-11-28 19:11:38,e79b13cf065a02d2310b2e5668c61a2b99689385,docker.io/swerebenchv2/nvidia-cccl:1157-e79b13c,custom-check-github,1,1,15,13,critical_bug,"thrust: For all items related to Thrust.|bug: Something isn't working right.|infrastructure: Shared CMake, github, etc infrastructure|backport branch/2.3.x: For backporting to the 2.3.x release branch",
nvidia__cccl-1298,NVIDIA/cccl,cpp,easy,0.97,2024-01-18 20:14:09,b3547916f847d27f423cdbe776f4ec9c7124d46f,docker.io/swerebenchv2/nvidia-cccl:1298-b354791,custom-check-github,1,1,15,13,minor_bug,"infrastructure: Shared CMake, github, etc infrastructure|bug: functional|2.3.2: Targetted for 2.3.2 patch release",
ucl__stir-1410,UCL/STIR,cpp,easy,0.96,2024-04-27 01:40:22,8ced2d73933420457e0bc76074964b7d4ff00f0c,docker.io/swerebenchv2/ucl-stir:1410-8ced2d7,custom-check-github,6,88,32,107,major_bug,,
bfgroup__b2-113,bfgroup/b2,cpp,easy,0.97,2021-12-09 05:23:43,371b47af9dc837624d7af50906653074f8ea1475,docker.io/swerebenchv2/bfgroup-b2:113-371b47a,BSL-1.0,1,4,1,166,major_bug,,
ccache__ccache-1233,ccache/ccache,cpp,easy,0.97,2022-12-21 11:58:52,23bbc238aa663934fb18dfbb0cd638a66d31d687,docker.io/swerebenchv2/ccache-ccache:1233-23bbc23,custom-check-github,1,1,26,3,minor_bug,bug: Does not work as intended/documented|compiler: msvc: Related to Microsoft Visual C++,
randombit__botan-2201,randombit/botan,cpp,easy,0.98,2019-11-15 15:42:44,865184972cbda7a3b6bd46c2ec0b399cbdde7b6e,docker.io/swerebenchv2/randombit-botan:2201-8651849,BSD-2-Clause,1,1,562,438,minor_bug,,
randombit__botan-3736,randombit/botan,cpp,easy,0.97,2023-10-07 09:43:35,258211bd0eebb7ceddf6663bfaf1a37cb772d060,docker.io/swerebenchv2/randombit-botan:3736-258211b,BSD-2-Clause,1,4,900,620,regression_bug,,
randombit__botan-4002,randombit/botan,cpp,easy,0.97,2024-04-11 18:29:29,8d02e96ada344cb289dd060d76cc0c03240d2255,docker.io/swerebenchv2/randombit-botan:4002-8d02e96,BSD-2-Clause,1,1,941,655,regression_bug,,
redboltz__mqtt_cpp-466,redboltz/mqtt_cpp,cpp,easy,0.98,2019-09-28 00:31:29,f48e140ba080e6078ad4066ae6280b5d10210521,docker.io/swerebenchv2/redboltz-mqtt-cpp:466-f48e140,BSL-1.0,1,2,7,18,dev_ops_enh,,
transmission__transmission-6177,transmission/transmission,cpp,easy,0.98,2023-10-29 00:41:04,ccce37ba6c0538511f825308f56fa6f40ab98abd,docker.io/swerebenchv2/transmission-transmission:6177-ccce37b,custom-check-github,1,7,80,294,major_bug,,
zeek__zeek-1028,zeek/zeek,cpp,easy,0.96,2020-06-25 06:34:11,23c3aa056f31562eaf7f5c37585d27f52038549d,docker.io/swerebenchv2/zeek-zeek:1028-23c3aa0,custom-check-github,1,4,5,0,major_bug,Area: Broker|Area: Scripting|Type: Bug :bug:: Unexpected behavior or output.,
