instance_id,repo,language,difficulty,confidence,created_at,base_commit,image_name,license,num_modified_files,num_modified_lines,fail_to_pass_count,pass_to_pass_count,pr_categories,pr_labels,pr_url
clusterlabs__ha_cluster_exporter-216,ClusterLabs/ha_cluster_exporter,go,easy,0.97,2023-03-14 12:57:40,e96f6712e307a47812717eae90350e0739e75989,docker.io/swerebenchv2/clusterlabs-ha-cluster-exporter:216-e96f671,Apache-2.0,1,2,17,45,minor_bug,,
clusterlabs__ha_cluster_exporter-221,ClusterLabs/ha_cluster_exporter,go,easy,0.97,2023-05-02 11:15:40,e5e920d1203469ce6d5c348db50c65b257b77bf9,docker.io/swerebenchv2/clusterlabs-ha-cluster-exporter:221-e5e920d,Apache-2.0,2,8,8,56,minor_bug,,
datadog__datadog-agent-9863,DataDog/datadog-agent,go,easy,0.98,2021-11-11 13:00:44,e79607712a9a9f0722ac31dba37d7fe8bbbae660,docker.io/swerebenchv2/datadog-datadog-agent:9863-e796077,Apache-2.0,1,13,5,119,minor_bug,changelog/no-changelog|qa/skip-qa: Use this tag to skip creating a QA card for a Pull Request.|team/serverless,
evertras__bubble-table-166,Evertras/bubble-table,go,easy,0.96,2024-02-25 11:14:46,53205ee5ae8679832b221840d633743d1c3e2e0a,docker.io/swerebenchv2/evertras-bubble-table:166-53205ee,MIT,1,5,1,223,regression_bug,,
fairwindsops__pluto-72,FairwindsOps/pluto,go,easy,0.97,2020-05-01 18:03:05,5b1de39e7b05e5892309d398990489dbcae2d326,docker.io/swerebenchv2/fairwindsops-pluto:72-5b1de39,Apache-2.0,1,1,1,71,minor_bug,,
fairwindsops__polaris-1062,FairwindsOps/polaris,go,easy,0.96,2024-07-18 16:09:26,952b6aed65ed971bf64a64c2698c3df3905248cc,docker.io/swerebenchv2/fairwindsops-polaris:1062-952b6ae,Apache-2.0,1,4,1,96,regression_bug,,
fairwindsops__polaris-678,FairwindsOps/polaris,go,easy,0.95,2021-11-23 17:00:52,f71ca999c986edc7ecd49f08a2aa07408a6f5e36,docker.io/swerebenchv2/fairwindsops-polaris:678-f71ca99,Apache-2.0,2,8,1,93,minor_bug,,
fluuxio__go-xmpp-114,FluuxIO/go-xmpp,go,easy,0.97,2019-09-27 14:31:12,8794ea6ed8e17c357c7398adef3e84838b2f9b87,docker.io/swerebenchv2/fluuxio-go-xmpp:114-8794ea6,BSD-3-Clause,5,10,33,29,edge_case_bug,,
foundationdb__fdb-kubernetes-operator-2227,FoundationDB/fdb-kubernetes-operator,go,easy,0.97,2025-02-24 16:49:51,bf8922cd48db8c6e504be8d7cb807fefb5d90684,docker.io/swerebenchv2/foundationdb-fdb-kubernetes-operator:2227-bf8922c,Apache-2.0,1,10,1,0,critical_bug,,
marvinjwendt__testza-185,MarvinJWendt/testza,go,easy,0.97,2022-10-26 00:47:12,74d12422b8a922c3b964f69b2fd5ba01d4421938,docker.io/swerebenchv2/marvinjwendt-testza:185-74d1242,MIT,1,16,512,2432,minor_bug,bug: Something isn't working|breaking|scope:snapshot,
nerzal__gocloak-171,Nerzal/gocloak,go,easy,0.98,2020-05-21 16:50:36,f2a58619f46d037ec4ebe8f932ce2c68fa0744d1,docker.io/swerebenchv2/nerzal-gocloak:171-f2a5861,Apache-2.0,4,22,19,0,core_feat,,
nerzal__gocloak-194,Nerzal/gocloak,go,easy,0.97,2020-07-22 22:06:21,c0de0212f8f48f8e1f08fa047d876ee2760100b2,docker.io/swerebenchv2/nerzal-gocloak:194-c0de021,Apache-2.0,3,14,22,0,core_feat,,
nerzal__gocloak-41,Nerzal/gocloak,go,easy,0.95,2019-04-17 14:15:33,b233b80253f0d5de97f54f9317550974f2f689fb,docker.io/swerebenchv2/nerzal-gocloak:41-b233b80,Apache-2.0,3,10,3,0,core_feat,,
nethermindeth__juno-267,NethermindEth/juno,go,easy,0.97,2022-07-04 15:55:18,64ec93002abdc74e44bf6b20995a192bb07236fd,docker.io/swerebenchv2/nethermindeth-juno:267-64ec930,Apache-2.0,2,37,40,168,performance_bug,,
pagerduty__go-pagerduty-448,PagerDuty/go-pagerduty,go,easy,0.98,2022-05-01 03:06:45,d75870ed70615d57cd8a59bfa16739b5660b5e28,docker.io/swerebenchv2/pagerduty-go-pagerduty:448-d75870e,Apache-2.0,1,3,275,6,minor_bug,,
pagerduty__go-pagerduty-459,PagerDuty/go-pagerduty,go,easy,0.97,2022-08-16 21:59:46,e23c1d0edaeae58cde5b16e3e5cae171b1bbad83,docker.io/swerebenchv2/pagerduty-go-pagerduty:459-e23c1d0,Apache-2.0,1,1,275,6,minor_bug,,
stackexchange__dnscontrol-2332,StackExchange/dnscontrol,go,easy,0.97,2023-05-08 04:47:15,534c78f7c4f3725467e5b707add1611270165e98,docker.io/swerebenchv2/stackexchange-dnscontrol:2332-534c78f,MIT,1,2,3,483,minor_bug,,
techarohq__anubis-881,TecharoHQ/anubis,go,easy,0.98,2025-07-21 22:45:06,31184ccd5f03af620627c461c9301332d9a4d595,docker.io/swerebenchv2/techarohq-anubis:881-31184cc,MIT,2,10,3,159,critical_bug|edge_case_bug,,
unleash__unleash-client-go-179,Unleash/unleash-client-go,go,easy,0.97,2024-08-28 09:09:19,10a33385c5b131f72c4a179c6efadfeb55e13089,docker.io/swerebenchv2/unleash-unleash-client-go:179-10a3338,Apache-2.0,1,4,3,97,core_feat,,
versent__saml2aws-47,Versent/saml2aws,go,easy,0.97,2017-07-28 01:47:46,52ffd08fb3d610c302335935d0cb078085f07566,docker.io/swerebenchv2/versent-saml2aws:47-52ffd08,MIT,3,39,13,1,minor_bug,,
victoriametrics__victoriametrics-8938,VictoriaMetrics/VictoriaMetrics,go,easy,0.97,2025-05-14 06:11:23,21c06e86db16cb9df191db107697164608382b6e,docker.io/swerebenchv2/victoriametrics-victoriametrics:8938-21c06e8,Apache-2.0,2,5,1,12,minor_bug,enhancement: New feature or request,
a-h__templ-871,a-h/templ,go,easy,0.97,2024-08-03 03:14:28,65c2618c1695e50bc9186db1f81ca796c102e169,docker.io/swerebenchv2/a-h-templ:871-65c2618,MIT,2,5,2,339,minor_bug,,
abice__go-enum-230,abice/go-enum,go,easy,0.98,2023-12-18 15:37:32,2f169760d0d38d21ed0aecf15bae2d8e1bab6142,docker.io/swerebenchv2/abice-go-enum:230-2f16976,MIT,3,69,350,0,core_feat,,
ably__ably-go-157,ably/ably-go,go,easy,0.97,2020-04-23 13:54:11,74d68720756a025859d7bc038e41760908f21de7,docker.io/swerebenchv2/ably-ably-go:157-74d6872,Apache-2.0,1,9,1,154,minor_bug,,
ably__ably-go-294,ably/ably-go,go,easy,0.97,2021-03-09 19:18:32,b069304ad559b756698c865a33c81a143cf9c59d,docker.io/swerebenchv2/ably-ably-go:294-b069304,Apache-2.0,1,4,2,267,minor_bug,,
adhocore__gronx-52,adhocore/gronx,go,easy,0.97,2024-11-10 11:58:04,8abd8592107aa3ffc0b84bbd9573da7569200d28,docker.io/swerebenchv2/adhocore-gronx:52-8abd859,MIT,1,1,1,431,regression_bug,,
adhocore__gronx-7,adhocore/gronx,go,easy,0.99,2021-07-25 04:58:48,1baceda12d49103b814acded9259657fd8e0730e,docker.io/swerebenchv2/adhocore-gronx:7-1baceda,MIT,1,3,2,109,edge_case_bug,,
adnanh__webhook-460,adnanh/webhook,go,easy,0.97,2020-09-25 02:09:00,c7a8fbc9290aaadaacecadd27f05f9ea743ed64c,docker.io/swerebenchv2/adnanh-webhook:460-c7a8fbc,MIT,1,7,3,62,minor_bug,,
adnanh__webhook-472,adnanh/webhook,go,easy,0.97,2020-10-24 16:45:18,67c317e741b6a91dcde1d69a51ee8c180022cf20,docker.io/swerebenchv2/adnanh-webhook:472-67c317e,MIT,1,3,4,65,regression_bug,,
adnanh__webhook-486,adnanh/webhook,go,easy,0.97,2020-11-25 16:21:41,3e18a060ae290e7fdd35d080aab5af4b3ecd7f35,docker.io/swerebenchv2/adnanh-webhook:486-3e18a06,MIT,1,13,3,70,core_feat,,
aksiksi__compose2nix-25,aksiksi/compose2nix,go,easy,0.96,2024-06-29 14:06:51,8c435b79f576aff687b8316371d532c1d1dba03c,docker.io/swerebenchv2/aksiksi-compose2nix:25-8c435b7,MIT,1,1,24,19,minor_bug,,
aksiksi__compose2nix-28,aksiksi/compose2nix,go,easy,0.97,2024-07-03 18:35:22,e84cf34ef5be21df369c5876f61357743e47ca0c,docker.io/swerebenchv2/aksiksi-compose2nix:28-e84cf34,MIT,1,8,33,10,minor_bug,,
aksiksi__compose2nix-7,aksiksi/compose2nix,go,easy,0.97,2024-02-11 00:03:33,6dc451fd960f7a9bca463a5c35c1e085cf881c5d,docker.io/swerebenchv2/aksiksi-compose2nix:7-6dc451f,MIT,1,4,7,3,core_feat,,
alecthomas__gometalinter-333,alecthomas/gometalinter,go,easy,0.97,2017-08-08 16:16:55,258ea75208e542b8a18a08e053ec10379a9f50f9,docker.io/swerebenchv2/alecthomas-gometalinter:333-258ea75,MIT,1,4,1,14,minor_bug,,
alecthomas__kong-245,alecthomas/kong,go,easy,0.96,2021-12-02 11:36:20,d564bd286fe258f25fc3222c4cdf4eb18bb1da5d,docker.io/swerebenchv2/alecthomas-kong:245-d564bd2,MIT,2,8,1,196,core_feat,,
alecthomas__kong-368,alecthomas/kong,go,easy,0.97,2023-07-21 11:54:03,a9be85c4d3d674b9bc993a954861e674372cf7db,docker.io/swerebenchv2/alecthomas-kong:368-a9be85c,MIT,1,5,1,268,minor_bug,,
alecthomas__kong-484,alecthomas/kong,go,easy,0.99,2025-01-03 21:47:32,b811e322436d3dfb266ea76b2e2a987bbf204a2f,docker.io/swerebenchv2/alecthomas-kong:484-b811e32,MIT,1,3,79,235,regression_bug,,
alecthomas__kong-529,alecthomas/kong,go,easy,0.97,2025-04-23 20:54:49,f0b321097eed010e1c58eda710b59dd61e9044dc,docker.io/swerebenchv2/alecthomas-kong:529-f0b3210,MIT,1,2,2,320,core_feat,,
algorand__indexer-1543,algorand/indexer,go,easy,0.96,2023-06-13 19:51:24,5c1a24cf0beb3a63c9d000fd8fdcded85f9b6df7,docker.io/swerebenchv2/algorand-indexer:1543-5c1a24c,MIT,2,24,2,202,minor_bug,Bug-Fix,
alicebob__miniredis-379,alicebob/miniredis,go,easy,0.99,2024-07-24 08:52:17,4923b04ce7ec5de7a497739de98fc522fc3897ee,docker.io/swerebenchv2/alicebob-miniredis:379-4923b04,MIT,1,1,1,185,major_bug,,
alicebob__miniredis-404,alicebob/miniredis,go,easy,0.97,2025-05-14 07:45:08,958328bf725af8fb27f0a92fcbe88cf8d0689040,docker.io/swerebenchv2/alicebob-miniredis:404-958328b,MIT,1,7,1,186,minor_bug,,
allegro__bigcache-242,allegro/bigcache,go,easy,0.98,2020-09-12 09:55:50,0251553fe5575909d56819e1294bab72e5617488,docker.io/swerebenchv2/allegro-bigcache:242-0251553,Apache-2.0,2,5,47,35,core_feat,,
amacneil__dbmate-496,amacneil/dbmate,go,easy,0.97,2023-11-16 02:43:03,d74b06f2a3f984a9b2cfd8c9ebe9c42bc4046da1,docker.io/swerebenchv2/amacneil-dbmate:496-d74b06f,MIT,1,2,4,55,major_bug,bug,
anchore__grype-2741,anchore/grype,go,easy,0.97,2025-06-18 15:18:01,0e5d7d3475a7a797e68e3bed89b55e7d7637f21c,docker.io/swerebenchv2/anchore-grype:2741-0e5d7d3,Apache-2.0,2,4,3,82,core_feat,,
andig__evcc-464,andig/evcc,go,easy,0.98,2020-11-21 10:30:24,d9bdd2eace6cc00831bf7ebbb0dd8615f8506fef,docker.io/swerebenchv2/andig-evcc:464-d9bdd2e,MIT,1,0,1,9,minor_bug,bug: Something isn't working,
anz-bank__sysl-1020,anz-bank/sysl,go,easy,0.98,2020-08-20 04:26:17,7e4867bf860785fe6ff4dab9e8458dfc3ccdd4e9,docker.io/swerebenchv2/anz-bank-sysl:1020-7e4867b,Apache-2.0,1,6,1,89,minor_bug,,
apache__camel-k-805,apache/camel-k,go,easy,0.96,2019-07-04 09:46:23,44230462e749c3063910202987ab4b61447c09c6,docker.io/swerebenchv2/apache-camel-k:805-4423046,Apache-2.0,4,3,4,120,critical_bug,wip,
apache__camel-k-808,apache/camel-k,go,easy,0.97,2019-07-05 10:02:28,44230462e749c3063910202987ab4b61447c09c6,docker.io/swerebenchv2/apache-camel-k:808-4423046,Apache-2.0,3,3,4,120,regression_bug,,
apache__dubbo-go-hessian2-357,apache/dubbo-go-hessian2,go,easy,0.97,2023-04-06 05:55:41,76ae75b37ae4fc6bf213c664fe95cea40fe72514,docker.io/swerebenchv2/apache-dubbo-go-hessian2:357-76ae75b,Apache-2.0,2,18,1,19,edge_case_bug,,
apache__pulsar-client-go-1385,apache/pulsar-client-go,go,easy,0.97,2025-06-18 09:21:52,12b966df593ad6455ff9fb7023dd4b831c492f53,docker.io/swerebenchv2/apache-pulsar-client-go:1385-12b966d,Apache-2.0,1,5,1,0,minor_bug,,
apache__pulsar-client-go-893,apache/pulsar-client-go,go,easy,0.98,2022-11-29 16:49:54,884e13ecf0a19059c914387c48f5bade57eb5207,docker.io/swerebenchv2/apache-pulsar-client-go:893-884e13e,Apache-2.0,1,5,1,0,core_feat,,
apigee__registry-1103,apigee/registry,go,easy,0.96,2023-03-16 22:21:21,84657530ca4b67c620687192828203d56e0fcd73,docker.io/swerebenchv2/apigee-registry:1103-8465753,Apache-2.0,1,4,1,941,core_feat,,
apigee__registry-1145,apigee/registry,go,easy,0.97,2023-04-10 18:22:39,093648a64854ea5c6b360728d77896ede3957a8c,docker.io/swerebenchv2/apigee-registry:1145-093648a,Apache-2.0,1,3,3,946,minor_bug,,
apigee__registry-1202,apigee/registry,go,easy,0.98,2023-06-20 19:54:35,c601ea63585e04fdb84ba64afcab7217b79423a8,docker.io/swerebenchv2/apigee-registry:1202-c601ea6,Apache-2.0,6,0,30,989,minor_bug,,
apigee__registry-1230,apigee/registry,go,easy,0.97,2023-10-12 15:56:00,be220219c0d70b81441e3935b26aa06cba083732,docker.io/swerebenchv2/apigee-registry:1230-be22021,Apache-2.0,1,10,17,2050,minor_bug,,
apigee__registry-695,apigee/registry,go,easy,0.96,2022-08-24 00:13:44,8029db126ae69b1275d116498f7ce6c8393abe4a,docker.io/swerebenchv2/apigee-registry:695-8029db1,Apache-2.0,1,9,1,911,core_feat,,
apigee__registry-816,apigee/registry,go,easy,0.97,2022-11-04 23:02:29,efa42df0509d5d880934809696113e20a89461ce,docker.io/swerebenchv2/apigee-registry:816-efa42df,Apache-2.0,1,1,3,1006,regression_bug,,
apigee__registry-849,apigee/registry,go,easy,0.98,2022-11-22 16:56:46,1e4693eb80dc30d82f4b6904917bc34ab33634b2,docker.io/swerebenchv2/apigee-registry:849-1e4693e,Apache-2.0,1,2,4,1049,minor_bug,,
aquasecurity__kube-bench-1367,aquasecurity/kube-bench,go,easy,0.96,2023-01-31 05:13:01,e1d10533589f5838acdb28319175bcda431429e3,docker.io/swerebenchv2/aquasecurity-kube-bench:1367-e1d1053,Apache-2.0,1,10,2,343,minor_bug,,
aquasecurity__starboard-1008,aquasecurity/starboard,go,easy,0.96,2022-03-08 09:44:46,f402b840693724f36e197afd95b63d4162149bf1,docker.io/swerebenchv2/aquasecurity-starboard:1008-f402b84,Apache-2.0,6,25,4,346,core_feat,,
aquasecurity__starboard-505,aquasecurity/starboard,go,easy,0.97,2021-04-15 11:46:09,baa9c74b76df924c8aa08d0ba175956f8441a9ba,docker.io/swerebenchv2/aquasecurity-starboard:505-baa9c74,Apache-2.0,8,106,2,159,minor_bug,,
aquasecurity__tfsec-1243,aquasecurity/tfsec,go,easy,0.98,2022-01-05 10:56:24,c7439664d82cbf5a289d02e5ce2b23ed1461df4a,docker.io/swerebenchv2/aquasecurity-tfsec:1243-c743966,MIT,2,7,3,3280,minor_bug,,
aquasecurity__tfsec-1254,aquasecurity/tfsec,go,easy,0.97,2022-01-07 09:28:55,f548f215af8a9eea1c088372957828c51aaff60f,docker.io/swerebenchv2/aquasecurity-tfsec:1254-f548f21,MIT,1,4,2,3282,minor_bug,,
aquasecurity__tfsec-1317,aquasecurity/tfsec,go,easy,0.97,2022-01-13 16:41:45,dbc8ef9cc1b2cf977c652ff11bd8d412908d6703,docker.io/swerebenchv2/aquasecurity-tfsec:1317-dbc8ef9,MIT,1,5,2,3283,minor_bug,,
argoproj-labs__applicationset-193,argoproj-labs/applicationset,go,easy,0.96,2021-04-09 04:14:58,f778c4cd0d328853de0332bbdffef5f7bec18b9b,docker.io/swerebenchv2/argoproj-labs-applicationset:193-f778c4c,Apache-2.0,2,54,38,34,regression_bug,,
argoproj__argo-2445,argoproj/argo,go,easy,0.97,2020-03-14 18:22:21,fc18f3cf27c525ff94a6b190a0aff0a9a3d45426,docker.io/swerebenchv2/argoproj-argo:2445-fc18f3c,Apache-2.0,1,5,1,274,minor_bug,,
argoproj__argo-2572,argoproj/argo,go,easy,0.97,2020-04-02 18:57:57,cb739a6897591969b959bd2feebd8ded97b9cb33,docker.io/swerebenchv2/argoproj-argo:2572-cb739a6,Apache-2.0,3,4,3,309,minor_bug,,
argoproj__argo-2819,argoproj/argo,go,easy,0.96,2020-04-23 23:44:51,0dbd78ff223e592f8761f1334f952e97c9e6ac48,docker.io/swerebenchv2/argoproj-argo:2819-0dbd78f,Apache-2.0,6,30,2,360,core_feat,,
argoproj__argo-3469,argoproj/argo,go,easy,0.96,2020-07-14 15:52:19,a1945d635b24963af7f52bd73b19a7da52d647e3,docker.io/swerebenchv2/argoproj-argo:3469-a1945d6,Apache-2.0,2,13,2,598,minor_bug,bug|regression: Regression from previous behavior,
argoproj__argo-3509,argoproj/argo,go,easy,0.97,2020-07-17 20:23:05,c409624b43cdc8823ab02b30ff9f3bc5b4d66c1a,docker.io/swerebenchv2/argoproj-argo:3509-c409624,Apache-2.0,1,6,1,620,regression_bug,,
argoproj__argo-3512,argoproj/argo,go,easy,0.97,2020-07-18 01:03:00,977beb462dcb11afd1913a4e1397136b1b14915b,docker.io/swerebenchv2/argoproj-argo:3512-977beb4,Apache-2.0,1,4,1,614,core_feat,,
argoproj__argo-3514,argoproj/argo,go,easy,0.97,2020-07-18 17:50:57,49ef5c0fe5b7b92ec0035e859a09cf906e4f02f2,docker.io/swerebenchv2/argoproj-argo:3514-49ef5c0,Apache-2.0,1,2,2,612,minor_bug,,
argoproj__argo-3624,argoproj/argo,go,easy,0.98,2020-07-28 21:59:35,a89261bf6b6ab5b83037044c30f3a55cc1162d62,docker.io/swerebenchv2/argoproj-argo:3624-a89261b,Apache-2.0,1,4,4,632,minor_bug,,
argoproj__argo-3820,argoproj/argo,go,easy,0.97,2020-08-19 17:03:55,9292ae1e84cd93ed05c53ce70fe1eac9819ecbb8,docker.io/swerebenchv2/argoproj-argo:3820-9292ae1,Apache-2.0,2,4,3,725,minor_bug,,
argoproj__argo-4492,argoproj/argo,go,easy,0.97,2020-11-08 13:20:54,0931baf5fbe48487278b9a6c2fa206ab02406e5b,docker.io/swerebenchv2/argoproj-argo:4492-0931baf,Apache-2.0,1,11,253,619,minor_bug,,
argoproj__argo-4735,argoproj/argo,go,easy,0.96,2020-12-14 15:32:39,1f421df6b8eae90882eca974694ecbbf5bf660a6,docker.io/swerebenchv2/argoproj-argo:4735-1f421df,Apache-2.0,2,9,2,909,regression_bug,,
argoproj__argo-4872,argoproj/argo,go,easy,0.96,2021-01-13 16:26:51,dd8c1ba023831e8d127ffc9369b73299fad241b4,docker.io/swerebenchv2/argoproj-argo:4872-dd8c1ba,Apache-2.0,1,1,202,770,minor_bug,,
argoproj__argo-4881,argoproj/argo,go,easy,0.97,2021-01-14 22:01:08,2ff11cc987f852cd642d45ae058517a817b2b94e,docker.io/swerebenchv2/argoproj-argo:4881-2ff11cc,Apache-2.0,2,3,4,967,major_bug,,
ariga__atlas-2127,ariga/atlas,go,easy,0.96,2023-09-27 18:35:27,ed8ca8e11f0597d599dc32eb9d283cbad771dd91,docker.io/swerebenchv2/ariga-atlas:2127-ed8ca8e,Apache-2.0,1,1,2,779,minor_bug,,
authelia__authelia-8112,authelia/authelia,go,easy,0.97,2024-10-26 23:41:47,6af8eab94c1c4edd53dcfc51f4e0e51de9c30c2c,docker.io/swerebenchv2/authelia-authelia:8112-6af8eab,Apache-2.0,2,8,1,1255,major_bug,,
authelia__authelia-8983,authelia/authelia,go,easy,0.98,2025-03-16 22:25:35,212b1b59a9921fab56e2affe151d61aad8a231ee,docker.io/swerebenchv2/authelia-authelia:8983-212b1b5,Apache-2.0,1,1,2,1364,minor_bug,,
aws-cloudformation__rain-243,aws-cloudformation/rain,go,easy,0.96,2024-01-18 20:29:40,639bb9f22aba7a762a81635ae307f9c489ce9356,docker.io/swerebenchv2/aws-cloudformation-rain:243-639bb9f,Apache-2.0,1,3,3,86,minor_bug,,
aws-cloudformation__rain-305,aws-cloudformation/rain,go,easy,0.97,2024-03-04 23:18:52,b34c1abf684a2ad655e46b9f0b9862ea0b72c832,docker.io/swerebenchv2/aws-cloudformation-rain:305-b34c1ab,Apache-2.0,3,8,1,98,minor_bug,,
aws-cloudformation__rain-540,aws-cloudformation/rain,go,easy,0.97,2024-10-02 22:00:17,b96a5f69f9329c7738f45fbc91ac6246bfa2384f,docker.io/swerebenchv2/aws-cloudformation-rain:540-b96a5f6,Apache-2.0,2,60,2,116,core_feat,,
aws-cloudformation__rain-654,aws-cloudformation/rain,go,easy,0.97,2025-03-03 16:04:31,8e33538ffe005a5df5caf8832118156fe44aea4f,docker.io/swerebenchv2/aws-cloudformation-rain:654-8e33538,Apache-2.0,1,16,2,141,major_bug,,
banzaicloud__kafka-operator-630,banzaicloud/kafka-operator,go,easy,0.97,2021-06-17 11:37:33,3af3431afbe0377986de43a67eec543b34666793,docker.io/swerebenchv2/banzaicloud-kafka-operator:630-3af3431,Apache-2.0,1,1,1,18,minor_bug,,
benhoyt__goawk-192,benhoyt/goawk,go,easy,0.99,2023-06-19 09:04:24,c66943e27b72d6059ae9d96c6b6579b56d6a5ef3,docker.io/swerebenchv2/benhoyt-goawk:192-c66943e,MIT,1,4,2,3438,minor_bug,,
benhoyt__goawk-199,benhoyt/goawk,go,easy,0.97,2023-07-14 11:05:25,ec42ddcd731d9edfe7dad555f81f226e6b6c9e4c,docker.io/swerebenchv2/benhoyt-goawk:199-ec42ddc,MIT,1,3,3,3446,core_feat,,
benhoyt__goawk-220,benhoyt/goawk,go,easy,0.97,2024-01-01 04:35:40,9241da4cf81b87284e341ee0bba6358559cfef15,docker.io/swerebenchv2/benhoyt-goawk:220-9241da4,MIT,1,1,1,3592,core_feat,,
benhoyt__goawk-230,benhoyt/goawk,go,easy,0.97,2024-04-25 00:07:21,f501425e306e26eb6eb2bd959c3533ddc03249e4,docker.io/swerebenchv2/benhoyt-goawk:230-f501425,MIT,2,14,3,3628,major_bug,,
benhoyt__goawk-239,benhoyt/goawk,go,easy,0.97,2024-09-14 03:00:32,f39db9b8a29cde9ee966d36b8e313055ce667cfb,docker.io/swerebenchv2/benhoyt-goawk:239-f39db9b,MIT,1,1,3,3644,minor_bug,,
benhoyt__goawk-63,benhoyt/goawk,go,easy,0.97,2021-08-28 11:01:45,9eb663f439a07736df14c748c06318b10d105465,docker.io/swerebenchv2/benhoyt-goawk:63-9eb663f,MIT,1,13,4,1148,core_feat,,
bitly__oauth2_proxy-549,bitly/oauth2_proxy,go,easy,0.97,2018-02-16 08:18:22,ae49c7d23c8bc677ff44b4a6273c07d94049ef65,docker.io/swerebenchv2/bitly-oauth2-proxy:549-ae49c7d,MIT,4,66,1,112,core_feat,,
blevesearch__bleve-1416,blevesearch/bleve,go,easy,0.98,2020-06-15 20:06:36,086c3dfc284d1615e841f1f5685cdd25c14bc312,docker.io/swerebenchv2/blevesearch-bleve:1416-086c3df,Apache-2.0,1,2,1,422,major_bug,,
bluekeyes__go-gitdiff-2,bluekeyes/go-gitdiff,go,easy,0.97,2020-02-01 18:57:44,bb5b8f69fda3a361dd8c75dca7d3a5f7662d6dab,docker.io/swerebenchv2/bluekeyes-go-gitdiff:2-bb5b8f6,MIT,1,9,231,0,regression_bug,,
bluekeyes__go-gitdiff-38,bluekeyes/go-gitdiff,go,easy,0.99,2022-12-26 22:55:23,1575e0c4ef9322a5685ff76bd40b53363a98799e,docker.io/swerebenchv2/bluekeyes-go-gitdiff:38-1575e0c,MIT,1,2,4,296,minor_bug,,
bluekeyes__go-gitdiff-46,bluekeyes/go-gitdiff,go,easy,0.96,2024-07-15 03:39:51,a00d2ccaf7332549eaa3af918b614ac73ee8c8e3,docker.io/swerebenchv2/bluekeyes-go-gitdiff:46-a00d2cc,MIT,2,4,5,306,core_feat,,
bluenviron__gortsplib-446,bluenviron/gortsplib,go,easy,0.97,2023-10-22 11:50:41,2f7ed32139f2d9fac60c28f8df30d2da5824ea1a,docker.io/swerebenchv2/bluenviron-gortsplib:446-2f7ed32,MIT,1,1,2,188,minor_bug,,
